method,clusters,router,top_k,probes,repetitions,reasons,source_setting_ids,setting_id,measurements,complete_processes,complete,qualified,recall,p50_ms,p95_ms,total_query_ms,process_p50_median_ms,process_p50_min_ms,process_p50_max_ms,logical_index_bytes,lifetime_peak_bytes,mean_documents_scored,mean_nodes,mean_bitplane_words,mean_leaf_words,mean_prefix_levels,mean_prefix_lookups,mean_final_depth,start_depth,candidate_target
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,17,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00398', 'target': 0.9}]",['main-s00398'],qwen-quora-d256-followup-s00042,3000,3,True,True,0.9004,0.1846250015660189,0.21283809837768783,557.0509051722183,0.18464599997969344,0.18404149886919186,0.18552050096332096,23008964,111706112,2354.693,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,19,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00403', 'target': 0.8}]",['main-s00403'],qwen-quora-d256-followup-s00046,3000,3,True,True,0.8025,0.216500000533415,0.2500104474165709,654.1130980622256,0.2144999980373541,0.21435450253193267,0.2208955011155922,23008964,111624192,2624.06,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,10,303,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00400', 'target': 0.99}]",['main-s00400'],qwen-quora-d256-followup-s00044,3000,3,True,True,0.99,1.8469164988346165,2.0763833499586326,5565.080292941275,1.818353999624378,1.799770998331951,1.9284584996057674,23008964,111624192,39600.397,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,1,43,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00394', 'target': 0.99}]",['main-s00394'],qwen-quora-d256-followup-s00039,3000,3,True,True,0.99,0.3318125000077998,0.3881690483467537,998.6221309118264,0.32977050068438984,0.31697899976279587,0.3495625005598413,23008964,111624192,5802.553,0.0,0.0,0.0,1.0,0.0,0.0,0,0
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,2,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00335', 'target': 0.6892}]",['main-s00335'],qwen-quora-d256-followup-s00019,3000,3,True,True,0.7057,0.07172949881351087,0.09483510166319319,219.8380969093705,0.07187500159488991,0.07091700172168203,0.07260450001922436,20917240,118505472,1132.15,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,100,3,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00545', 'target': 0.58586}]",['main-s00545'],qwen-quora-d256-followup-s00028,3000,3,True,True,0.63488,0.1142919991252711,0.14533925041178006,348.51282099771197,0.11466650175862014,0.11289600115560461,0.11529200128279626,20917240,118734848,1679.939,0.0,0.0,0.0,0.0,0.0,0.0,,
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,100,2,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00222', 'target': 0.5}]",['main-s00222'],qwen-quora-d256-followup-s00045,3000,3,True,True,0.56452,0.09364549987367354,0.12292325118323785,286.2996809199103,0.09337499795947224,0.0931249996938277,0.09445899922866374,23008964,105365504,1132.15,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,1,1,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00210', 'target': 0.5}]",['main-s00210'],qwen-quora-d256-followup-s00035,3000,3,True,True,0.729,0.047582998377038166,0.06329404841380891,145.38686304877046,0.04752099994220771,0.04749999970954377,0.04766649908560794,23008964,105365504,575.399,0.0,0.0,0.0,1.0,0.0,0.0,0,0
prefix,1024,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-1024-seed42,10,1,1,"[{'kind': 'prefix_depth_zero_at_best_scan', 'source_setting_id': 'main-s00216', 'target': 0.5}]",['main-s00216'],qwen-quora-d256-followup-s00040,3000,3,True,True,0.5705,0.05079200127511285,0.0672110490995692,155.181580928911,0.05075000080978498,0.050562501201056875,0.05118750050314702,23008964,105365504,575.399,0.0,0.0,0.0,1.0,0.0,0.0,0,0
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,100,1500,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00298', 'target': 0.9979}]",['main-s00298'],qwen-quora-d256-followup-s00023,3000,3,True,True,0.99791,7.755459000691189,8.107819049473619,23282.01182888006,7.7698330005659955,7.723875000010594,7.770145997710642,20917240,122224640,192720.433,0.0,0.0,0.0,0.0,0.0,0.0,,
scan,4096,/Users/vinroger/DATA/STUDY/latihan/about/exa-interview/e2e-inverted-bitplane-project/data/prefix-study-2026-09-13/pools/qwen-quora-d256/routers/ivf-4096-seed42,1,96,1,"[{'kind': 'match_alternative_recall', 'source_setting_id': 'main-s00430', 'target': 0.998}]",['main-s00430'],qwen-quora-d256-followup-s00005,3000,3,True,True,0.998,0.6028335010341834,0.688010400153871,1813.6979590708506,0.594291499510291,0.5913329987379257,0.6227294998097932,20917240,122322944,12753.301,0.0,0.0,0.0,0.0,0.0,0.0,,
